date,language,value
2012/03/31,sd,21.8
2012/04/30,sd,21.9
2012/05/31,sd,21.9
2012/06/30,sd,21.9
2012/07/31,sd,21.7
2012/08/31,sd,21.8
2012/09/30,sd,22
2012/10/31,sd,22.1
2012/11/30,sd,22.2
2012/12/31,sd,22.1
2008/01/31,ta,11
2008/02/29,ta,11.2
2008/03/31,ta,11.4
2008/04/30,ta,11.7
2008/05/31,ta,12.1
2008/06/30,ta,12.3
2008/07/31,ta,12.6
2008/08/31,ta,13
2008/09/30,ta,13.2
2008/10/31,ta,13.4
2008/11/30,ta,13.6
2008/12/31,ta,13.7
2009/01/31,ta,14.1
2009/02/28,ta,14.3
2009/03/31,ta,14.5
2009/04/30,ta,14.7
2009/05/31,ta,15
2009/06/30,ta,15.3
2009/07/31,ta,15.6
2009/08/31,ta,15.8
2009/09/30,ta,16
2009/10/31,ta,16.2
2009/11/30,ta,16.3
2009/12/31,ta,16.5
2010/01/31,ta,16.6
2010/02/28,ta,16.7
2010/03/31,ta,16.9
2010/04/30,ta,17
2010/05/31,ta,17.3
2010/06/30,ta,17.5
2010/07/31,ta,17.7
2010/08/31,ta,17.9
2010/09/30,ta,17.9
2010/10/31,ta,18
2010/11/30,ta,18.1
2010/12/31,ta,18.2
2011/01/31,ta,18.3
2011/02/28,ta,18.4
2011/03/31,ta,18.4
2011/04/30,ta,18
2011/05/31,ta,17.9
2011/06/30,ta,17.8
2011/07/31,ta,17.8
2011/08/31,ta,17.6
2011/09/30,ta,17.4
2011/10/31,ta,16.9
2011/11/30,ta,16.8
2011/12/31,ta,16.7
2012/01/31,ta,17.1
2012/02/29,ta,17.4
2012/03/31,ta,17.8
2012/04/30,ta,17.9
2012/05/31,ta,18
2012/06/30,ta,18.1
2012/07/31,ta,18.3
2012/08/31,ta,18.5
2012/09/30,ta,18.6
2012/10/31,ta,18.7
2012/11/30,ta,18.9
2012/12/31,ta,18.9
2008/01/31,te,4.9
2008/02/29,te,5
2008/03/31,te,5.2
2008/04/30,te,5.3
2008/05/31,te,5.5
2008/06/30,te,5.6
2008/07/31,te,5.8
2008/08/31,te,5.9
2008/09/30,te,6
2008/10/31,te,6.1
2008/11/30,te,6.2
2008/12/31,te,6.4
2009/01/31,te,6.5
2009/02/28,te,6.6
2009/03/31,te,6.8
2009/04/30,te,6.9
2009/05/31,te,7
2009/06/30,te,7.2
2009/07/31,te,7.5
2009/08/31,te,7.6
2009/09/30,te,7.7
2009/10/31,te,7.8
2009/11/30,te,7.9
2009/12/31,te,8
2010/01/31,te,8.1
2010/02/28,te,8.2
2010/03/31,te,8.3
2010/04/30,te,8.4
2010/05/31,te,8.4
2010/06/30,te,8.5
2010/07/31,te,8.6
2010/08/31,te,8.7
2010/09/30,te,8.8
2010/10/31,te,8.8
2010/11/30,te,8.9
2010/12/31,te,8.9
2011/01/31,te,9
2011/02/28,te,9.1
2011/03/31,te,9.2
2011/04/30,te,9.2
2011/05/31,te,9.4
2011/06/30,te,9.5
2011/07/31,te,9.6
2011/08/31,te,9.7
2011/09/30,te,9.8
2011/10/31,te,10
2011/11/30,te,10
2011/12/31,te,10.1
2012/01/31,te,10.2
2012/02/29,te,10.3
2012/03/31,te,10.4
2012/04/30,te,10.5
2012/05/31,te,10.6
2012/06/30,te,10.7
2012/07/31,te,10.8
2012/08/31,te,10.9
2012/09/30,te,11
2012/10/31,te,11
2012/11/30,te,11.1
2012/12/31,te,11.2
2008/01/31,ur,9.9
2008/02/29,ur,10
2008/03/31,ur,10
2008/04/30,ur,10.2
2008/05/31,ur,10.6
2008/06/30,ur,10.9
2008/07/31,ur,11.3
2008/08/31,ur,11.4
2008/09/30,ur,11.5
2008/10/31,ur,11.6
2008/11/30,ur,11.6
2008/12/31,ur,11.7
2009/01/31,ur,11.9
2009/02/28,ur,12.1
2009/03/31,ur,12.3
2009/04/30,ur,12.6
2009/05/31,ur,12.8
2009/06/30,ur,13.2
2009/07/31,ur,13.8
2009/08/31,ur,14.9
2009/09/30,ur,15.2
2009/10/31,ur,15.4
2009/11/30,ur,15.6
2009/12/31,ur,15.8
2010/01/31,ur,16
2010/02/28,ur,16.2
2010/03/31,ur,16.4
2010/04/30,ur,16.7
2010/05/31,ur,16.9
2010/06/30,ur,16.9
2010/07/31,ur,17.1
2010/08/31,ur,17.3
2010/09/30,ur,17.1
2010/10/31,ur,17.2
2010/11/30,ur,17.5
2010/12/31,ur,17.7
2011/01/31,ur,17.7
2011/02/28,ur,17.5
2011/03/31,ur,17.9
2011/04/30,ur,18
2011/05/31,ur,18.3
2011/06/30,ur,18.4
2011/07/31,ur,18.6
2011/08/31,ur,18.8
2011/09/30,ur,19.1
2011/10/31,ur,19.4
2011/11/30,ur,19.6
2011/12/31,ur,19.9
2012/01/31,ur,20.1
2012/02/29,ur,20.3
2012/03/31,ur,20.4
2012/04/30,ur,20.6
2012/05/31,ur,20.6
2012/06/30,ur,20.5
2012/07/31,ur,20.7
2012/08/31,ur,20.7
2012/09/30,ur,20.7
2012/10/31,ur,21
2012/11/30,ur,20.6
2012/12/31,ur,20.5
2008/01/31,Total,0
2008/02/29,Total,0
2008/03/31,Total,0
2008/04/30,Total,0
2008/05/31,Total,0
2008/06/30,Total,0
2008/07/31,Total,0
2008/08/31,Total,0
2008/09/30,Total,0
2008/10/31,Total,0
2008/11/30,Total,0
2008/12/31,Total,0
2009/01/31,Total,0
2009/02/28,Total,0
2009/03/31,Total,0
2009/04/30,Total,0
2009/05/31,Total,0
2009/06/30,Total,0
2009/07/31,Total,0
2009/08/31,Total,0
2009/09/30,Total,0
2009/10/31,Total,0
2009/11/30,Total,0
2009/12/31,Total,0
2010/01/31,Total,0
2010/02/28,Total,0
2010/03/31,Total,0
2010/04/30,Total,0
2010/05/31,Total,0
2010/06/30,Total,0
2010/07/31,Total,0
2010/08/31,Total,0
2010/09/30,Total,0
2010/10/31,Total,0
2010/11/30,Total,0
2010/12/31,Total,0
2011/01/31,Total,0
2011/02/28,Total,0
2011/03/31,Total,0
2011/04/30,Total,0
2011/05/31,Total,0
2011/06/30,Total,0
2011/07/31,Total,0
2011/08/31,Total,0
2011/09/30,Total,0
2011/10/31,Total,0
2011/11/30,Total,0
2011/12/31,Total,0
2012/01/31,Total,0
2012/02/29,Total,0
2012/03/31,Total,0
2012/04/30,Total,0
2012/05/31,Total,0
2012/06/30,Total,0
2012/07/31,Total,0
2012/08/31,Total,0
2012/09/30,Total,0
2012/10/31,Total,0
2012/11/30,Total,0
2012/12/31,Total,0
