date,language,value
2009/09/30,ur,3
2009/10/31,ur,7
2009/11/30,ur,15
2009/12/31,ur,9
2010/01/31,ur,5
2010/02/28,ur,6
2010/03/31,ur,9
2010/04/30,ur,9
2010/05/31,ur,5
2010/06/30,ur,13
2010/07/31,ur,3
2010/08/31,ur,11
2010/09/30,ur,18
2010/10/31,ur,8
2010/11/30,ur,1
2010/12/31,ur,5
2011/01/31,ur,18
2011/02/28,ur,21
2011/03/31,ur,3
2011/04/30,ur,5
2011/05/31,ur,5
2011/06/30,ur,10
2011/07/31,ur,5
2011/08/31,ur,3
2011/09/30,ur,3
2011/10/31,ur,2
2011/11/30,ur,3
2011/12/31,ur,2
2012/01/31,ur,2
2012/02/29,ur,2
2012/03/31,ur,4
2012/04/30,ur,4
2012/05/31,ur,9
2012/06/30,ur,17
2012/07/31,ur,6
2012/08/31,ur,9
2012/09/30,ur,12
2012/10/31,ur,24
2012/11/30,ur,57
2012/12/31,ur,21
2013/01/31,ur,7
2008/01/31,Total,118
2008/02/29,Total,143
2008/03/31,Total,111
2008/04/30,Total,95
2008/05/31,Total,144
2008/06/30,Total,90
2008/07/31,Total,110
2008/08/31,Total,109
2008/09/30,Total,119
2008/10/31,Total,90
2008/11/30,Total,143
2008/12/31,Total,124
2009/01/31,Total,90
2009/02/28,Total,164
2009/03/31,Total,223
2009/04/30,Total,233
2009/05/31,Total,248
2009/06/30,Total,149
2009/07/31,Total,144
2009/08/31,Total,274
2009/09/30,Total,487
2009/10/31,Total,175
2009/11/30,Total,114
2009/12/31,Total,231
2010/01/31,Total,146
2010/02/28,Total,140
2010/03/31,Total,117
2010/04/30,Total,318
2010/05/31,Total,179
2010/06/30,Total,158
2010/07/31,Total,147
2010/08/31,Total,116
2010/09/30,Total,129
2010/10/31,Total,177
2010/11/30,Total,172
2010/12/31,Total,111
2011/01/31,Total,420
2011/02/28,Total,133
2011/03/31,Total,507
2011/04/30,Total,347
2011/05/31,Total,190
2011/06/30,Total,243
2011/07/31,Total,111
2011/08/31,Total,151
2011/09/30,Total,213
2011/10/31,Total,150
2011/11/30,Total,156
2011/12/31,Total,185
2012/01/31,Total,151
2012/02/29,Total,105
2012/03/31,Total,98
2012/04/30,Total,108
2012/05/31,Total,109
2012/06/30,Total,116
2012/07/31,Total,106
2012/08/31,Total,99
2012/09/30,Total,119
2012/10/31,Total,117
2012/11/30,Total,175
2012/12/31,Total,144
2013/01/31,Total,132
