date,language,views
2012/02/29,or,394155
2012/02/29,pi,293366
2012/02/29,pa,142379
2012/02/29,sa,441210
2012/02/29,sd,71150
2012/02/29,ta,4134199
2012/02/29,te,2451085
2012/02/29,ur,1398592
2012/02/29,Total,28174982
2012/03/31,as,395271
2012/03/31,bh,208005
2012/03/31,bn,2609450
2012/03/31,bpy,688932
2012/03/31,gu,895331
2012/03/31,hi,4847957
2012/03/31,kn,1167925
2012/03/31,ks,59716
2012/03/31,ml,2662726
2012/03/31,mr,3576156
2012/03/31,ne,852941
2012/03/31,new,854775
2012/03/31,or,319887
2012/03/31,pi,264857
2012/03/31,pa,139379
2012/03/31,sa,438415
2012/03/31,sd,85368
2012/03/31,ta,4827518
2012/03/31,te,2578207
2012/03/31,ur,1408958
2012/03/31,Total,28881774
2012/04/30,as,295510
2012/04/30,bh,145920
2012/04/30,bn,2304730
2012/04/30,bpy,666971
2012/04/30,gu,671423
2012/04/30,hi,4571137
2012/04/30,kn,983899
2012/04/30,ks,50298
2012/04/30,ml,2096078
2012/04/30,mr,2447892
2012/04/30,ne,661378
2012/04/30,new,740295
2012/04/30,or,311703
2012/04/30,pi,235097
2012/04/30,pa,121306
2012/04/30,sa,370823
2012/04/30,sd,80925
2012/04/30,ta,3300790
2012/04/30,te,1913305
2012/04/30,ur,1296008
2012/04/30,Total,23265488
2012/05/31,as,380908
2012/05/31,bh,176770
2012/05/31,bn,2689791
2012/05/31,bpy,756374
2012/05/31,gu,755959
2012/05/31,hi,5561316
2012/05/31,kn,1185792
2012/05/31,ks,73516
2012/05/31,ml,2495557
2012/05/31,mr,2819209
2012/05/31,ne,796760
2012/05/31,new,848682
2012/05/31,or,449558
2012/05/31,pi,329846
2012/05/31,pa,142235
2012/05/31,sa,477421
2012/05/31,sd,104777
2012/05/31,ta,3864132
2012/05/31,te,2106064
2012/05/31,ur,1376973
2012/05/31,Total,27391640
2012/06/30,as,358924
2012/06/30,bh,158348
2012/06/30,bn,2335797
2012/06/30,bpy,634622
2012/06/30,gu,838792
2012/06/30,hi,6738121
2012/06/30,kn,1207528
2012/06/30,ks,50426
2012/06/30,ml,2635802
2012/06/30,mr,2778964
2012/06/30,ne,764984
2012/06/30,new,656071
2012/06/30,or,407538
2012/06/30,pi,336527
2012/06/30,pa,159518
2012/06/30,sa,472116
2012/06/30,sd,94862
2012/06/30,ta,4141212
2012/06/30,te,2056839
2012/06/30,ur,1420318
2012/06/30,Total,28247309
2012/07/31,as,391555
2012/07/31,bh,154581
2012/07/31,bn,2343109
2012/07/31,bpy,660642
2012/07/31,gu,1167925
2012/07/31,hi,6795845
2012/07/31,kn,1216723
2012/07/31,ks,67335
2012/07/31,ml,2821358
2012/07/31,mr,3026367
2012/07/31,ne,756820
2012/07/31,new,684336
2012/07/31,or,358250
2012/07/31,pi,311771
2012/07/31,pa,142618
2012/07/31,sa,458113
2012/07/31,sd,79286
2012/07/31,ta,4557751
2012/07/31,te,1988344
2012/07/31,ur,1373828
2012/07/31,Total,29356557
2012/08/31,as,354104
2012/08/31,bh,172549
2012/08/31,bn,2375159
2012/08/31,bpy,645115
2012/08/31,gu,1164976
2012/08/31,hi,6985729
2012/08/31,kn,1217217
2012/08/31,ks,47530
2012/08/31,ml,2655090
2012/08/31,mr,2912041
2012/08/31,ne,809575
2012/08/31,new,741259
2012/08/31,or,374067
2012/08/31,pi,272071
2012/08/31,pa,127256
2012/08/31,sa,409269
2012/08/31,sd,69672
2012/08/31,ta,4479283
2012/08/31,te,1996462
2012/08/31,ur,1302480
2012/08/31,Total,29110904
2012/09/30,as,386295
2012/09/30,bh,181334
2012/09/30,bn,2084566
2012/09/30,bpy,620649
2012/09/30,gu,1087468
2012/09/30,hi,6901566
2012/09/30,kn,1285355
2012/09/30,ks,56488
2012/09/30,ml,2550015
2012/09/30,mr,2867804
2012/09/30,ne,786936
2012/09/30,new,825532
2012/09/30,or,300208
2012/09/30,pi,330107
2012/09/30,pa,143735
2012/09/30,sa,406570
2012/09/30,sd,66996
2012/09/30,ta,3832378
2012/09/30,te,1917046
2012/09/30,ur,1370492
2012/09/30,Total,28001540
2012/10/31,as,469888
2012/10/31,bh,191078
2012/10/31,bn,2204711
2012/10/31,bpy,630708
2012/10/31,gu,935012
2012/10/31,hi,7173579
2012/10/31,kn,1379101
2012/10/31,ks,60663
2012/10/31,ml,2768743
2012/10/31,mr,3015982
2012/10/31,ne,768744
2012/10/31,new,734167
2012/10/31,or,397963
2012/10/31,pi,375210
2012/10/31,pa,140618
2012/10/31,sa,489795
2012/10/31,sd,78178
2012/10/31,ta,4743395
2012/10/31,te,2216677
2012/10/31,ur,1518276
2012/10/31,Total,30292488
2012/11/30,as,442135
2012/11/30,bh,174532
2012/11/30,bn,2247501
2012/11/30,bpy,639034
2012/11/30,gu,909321
2012/11/30,hi,6537528
2012/11/30,kn,1232106
2012/11/30,ks,54556
2012/11/30,ml,2712845
2012/11/30,mr,2733385
2012/11/30,ne,747388
2012/11/30,new,770914
2012/11/30,or,320208
2012/11/30,pi,386006
2012/11/30,pa,148089
2012/11/30,sa,447013
2012/11/30,sd,77724
2012/11/30,ta,4139187
2012/11/30,te,1972035
2012/11/30,ur,1624666
2012/11/30,Total,28316173
2012/12/31,as,476456
2012/12/31,bh,180112
2012/12/31,bn,2597406
2012/12/31,bpy,864819
2012/12/31,gu,1090654
2012/12/31,hi,6702547
2012/12/31,kn,1165264
2012/12/31,ks,65210
2012/12/31,ml,2582977
2012/12/31,mr,3210894
2012/12/31,ne,810240
2012/12/31,new,807466
2012/12/31,or,315203
2012/12/31,pi,373512
2012/12/31,pa,112726
2012/12/31,sa,412107
2012/12/31,sd,79112
2012/12/31,ta,5471742
2012/12/31,te,2012009
2012/12/31,ur,1597234
2012/12/31,Total,30927690
2013/01/31,as,474215
2013/01/31,bh,177054
2013/01/31,bn,2902608
2013/01/31,bpy,701209
2013/01/31,gu,1061228
2013/01/31,hi,7558754
2013/01/31,kn,1310965
2013/01/31,ks,69328
2013/01/31,ml,3216755
2013/01/31,mr,3671281
2013/01/31,ne,959619
2013/01/31,new,884731
2013/01/31,or,372496
2013/01/31,pi,499830
2013/01/31,pa,123065
2013/01/31,sa,522973
2013/01/31,sd,86248
2013/01/31,ta,4986916
2013/01/31,te,2108311
2013/01/31,ur,1861516
2013/01/31,Total,33549102
