date,language,value
2011/06/30,bh,1
2011/07/31,bh,0
2011/08/31,bh,0
2011/09/30,bh,0
2011/10/31,bh,0
2011/11/30,bh,1
2011/12/31,bh,1
2012/01/31,bh,0
2012/02/29,bh,0
2012/03/31,bh,0
2012/04/30,bh,0
2012/05/31,bh,0
2012/06/30,bh,0
2012/07/31,bh,0
2012/08/31,bh,0
2012/09/30,bh,0
2012/10/31,bh,2
2012/11/30,bh,0
2012/12/31,bh,0
2008/01/31,bn,9
2008/02/29,bn,2
2008/03/31,bn,8
2008/04/30,bn,3
2008/05/31,bn,6
2008/06/30,bn,3
2008/07/31,bn,7
2008/08/31,bn,5
2008/09/30,bn,3
2008/10/31,bn,9
2008/11/30,bn,2
2008/12/31,bn,2
2009/01/31,bn,4
2009/02/28,bn,7
2009/03/31,bn,5
2009/04/30,bn,5
2009/05/31,bn,8
2009/06/30,bn,8
2009/07/31,bn,7
2009/08/31,bn,11
2009/09/30,bn,4
2009/10/31,bn,11
2009/11/30,bn,5
2009/12/31,bn,15
2010/01/31,bn,8
2010/02/28,bn,8
2010/03/31,bn,9
2010/04/30,bn,6
2010/05/31,bn,5
2010/06/30,bn,7
2010/07/31,bn,13
2010/08/31,bn,17
2010/09/30,bn,10
2010/10/31,bn,6
2010/11/30,bn,10
2010/12/31,bn,9
2011/01/31,bn,11
2011/02/28,bn,11
2011/03/31,bn,13
2011/04/30,bn,11
2011/05/31,bn,7
2011/06/30,bn,10
2011/07/31,bn,14
2011/08/31,bn,14
2011/09/30,bn,6
2011/10/31,bn,12
2011/11/30,bn,8
2011/12/31,bn,11
2012/01/31,bn,9
2012/02/29,bn,19
2012/03/31,bn,17
2012/04/30,bn,20
2012/05/31,bn,19
2012/06/30,bn,13
2012/07/31,bn,10
2012/08/31,bn,12
2012/09/30,bn,18
2012/10/31,bn,13
2012/11/30,bn,11
2012/12/31,bn,13
2008/01/31,bpy,2
2008/02/29,bpy,0
2008/03/31,bpy,0
2008/04/30,bpy,1
2008/05/31,bpy,0
2008/06/30,bpy,0
2008/07/31,bpy,2
2008/08/31,bpy,0
2008/09/30,bpy,1
2008/10/31,bpy,1
2008/11/30,bpy,0
2008/12/31,bpy,0
2009/01/31,bpy,0
2009/02/28,bpy,0
2009/03/31,bpy,0
2009/04/30,bpy,0
2009/05/31,bpy,0
2009/06/30,bpy,0
2009/07/31,bpy,1
2009/08/31,bpy,0
2009/09/30,bpy,1
2009/10/31,bpy,0
2009/11/30,bpy,4
2009/12/31,bpy,1
2010/01/31,bpy,0
2010/02/28,bpy,0
2010/03/31,bpy,0
2010/04/30,bpy,0
2010/05/31,bpy,1
2010/06/30,bpy,1
2010/07/31,bpy,1
2010/08/31,bpy,0
2010/09/30,bpy,1
2010/10/31,bpy,1
2010/11/30,bpy,1
2010/12/31,bpy,0
2011/01/31,bpy,0
2011/02/28,bpy,0
2011/03/31,bpy,0
2011/04/30,bpy,0
2011/05/31,bpy,0
2011/06/30,bpy,0
2011/07/31,bpy,0
2011/08/31,bpy,0
2011/09/30,bpy,2
2011/10/31,bpy,0
2011/11/30,bpy,1
2011/12/31,bpy,1
2012/01/31,bpy,0
2012/02/29,bpy,0
2012/03/31,bpy,1
2012/04/30,bpy,0
2012/05/31,bpy,0
2012/06/30,bpy,0
2012/07/31,bpy,0
2012/08/31,bpy,0
2012/09/30,bpy,0
2012/10/31,bpy,0
2012/11/30,bpy,0
2012/12/31,bpy,0
2008/01/31,gu,3
2008/02/29,gu,4
2008/03/31,gu,1
2008/04/30,gu,2
2008/05/31,gu,4
2008/06/30,gu,2
2008/07/31,gu,0
2008/08/31,gu,3
2008/09/30,gu,3
2008/10/31,gu,1
2008/11/30,gu,0
2008/12/31,gu,2
2009/01/31,gu,0
2009/02/28,gu,0
2009/03/31,gu,0
2009/04/30,gu,2
2009/05/31,gu,0
2009/06/30,gu,1
2009/07/31,gu,2
2009/08/31,gu,6
2009/09/30,gu,0
2009/10/31,gu,1
2009/11/30,gu,3
2009/12/31,gu,2
2010/01/31,gu,2
2010/02/28,gu,4
2010/03/31,gu,4
2010/04/30,gu,1
2010/05/31,gu,1
2010/06/30,gu,3
2010/07/31,gu,3
2010/08/31,gu,1
2010/09/30,gu,3
2010/10/31,gu,4
2010/11/30,gu,8
2010/12/31,gu,1
2011/01/31,gu,3
2011/02/28,gu,6
2011/03/31,gu,1
2011/04/30,gu,2
2011/05/31,gu,3
2011/06/30,gu,3
2011/07/31,gu,2
2011/08/31,gu,2
2011/09/30,gu,0
2011/10/31,gu,3
2011/11/30,gu,4
2011/12/31,gu,3
2012/01/31,gu,4
2012/02/29,gu,3
2012/03/31,gu,1
2012/04/30,gu,4
2012/05/31,gu,4
2012/06/30,gu,5
2012/07/31,gu,2
2012/08/31,gu,5
2012/09/30,gu,7
2012/10/31,gu,5
2012/11/30,gu,3
2012/12/31,gu,7
2008/01/31,hi,9
2008/02/29,hi,6
2008/03/31,hi,6
2008/04/30,hi,2
2008/05/31,hi,6
2008/06/30,hi,6
2008/07/31,hi,6
2008/08/31,hi,5
2008/09/30,hi,4
2008/10/31,hi,5
2008/11/30,hi,11
2008/12/31,hi,5
2009/01/31,hi,8
2009/02/28,hi,6
2009/03/31,hi,10
2009/04/30,hi,8
2009/05/31,hi,12
2009/06/30,hi,15
2009/07/31,hi,8
2009/08/31,hi,11
2009/09/30,hi,17
2009/10/31,hi,8
2009/11/30,hi,12
2009/12/31,hi,18
2010/01/31,hi,17
2010/02/28,hi,12
2010/03/31,hi,18
2010/04/30,hi,8
2010/05/31,hi,6
2010/06/30,hi,13
2010/07/31,hi,17
2010/08/31,hi,21
2010/09/30,hi,17
2010/10/31,hi,12
2010/11/30,hi,14
2010/12/31,hi,15
2011/01/31,hi,10
2011/02/28,hi,9
2011/03/31,hi,16
2011/04/30,hi,13
2011/05/31,hi,23
2011/06/30,hi,13
2011/07/31,hi,14
2011/08/31,hi,16
2011/09/30,hi,6
2011/10/31,hi,11
2011/11/30,hi,19
2011/12/31,hi,14
2012/01/31,hi,22
2012/02/29,hi,19
2012/03/31,hi,14
2012/04/30,hi,13
2012/05/31,hi,9
2012/06/30,hi,20
2012/07/31,hi,19
2012/08/31,hi,16
2012/09/30,hi,8
2012/10/31,hi,15
2012/11/30,hi,21
2012/12/31,hi,8
2008/01/31,kn,2
2008/02/29,kn,2
2008/03/31,kn,2
2008/04/30,kn,4
2008/05/31,kn,3
2008/06/30,kn,2
2008/07/31,kn,3
2008/08/31,kn,2
2008/09/30,kn,2
2008/10/31,kn,1
2008/11/30,kn,2
2008/12/31,kn,2
2009/01/31,kn,3
2009/02/28,kn,3
2009/03/31,kn,2
2009/04/30,kn,2
2009/05/31,kn,3
2009/06/30,kn,0
2009/07/31,kn,5
2009/08/31,kn,5
2009/09/30,kn,3
2009/10/31,kn,6
2009/11/30,kn,5
2009/12/31,kn,4
2010/01/31,kn,9
2010/02/28,kn,5
2010/03/31,kn,1
2010/04/30,kn,6
2010/05/31,kn,2
2010/06/30,kn,5
2010/07/31,kn,11
2010/08/31,kn,13
2010/09/30,kn,5
2010/10/31,kn,7
2010/11/30,kn,8
2010/12/31,kn,8
2011/01/31,kn,8
2011/02/28,kn,3
2011/03/31,kn,6
2011/04/30,kn,7
2011/05/31,kn,1
2011/06/30,kn,2
2011/07/31,kn,3
2011/08/31,kn,0
2011/09/30,kn,2
2011/10/31,kn,3
2011/11/30,kn,10
2011/12/31,kn,7
2012/01/31,kn,8
2012/02/29,kn,6
2012/03/31,kn,8
2012/04/30,kn,5
2012/05/31,kn,3
2012/06/30,kn,4
2012/07/31,kn,4
2012/08/31,kn,1
2012/09/30,kn,4
2012/10/31,kn,5
2012/11/30,kn,5
2012/12/31,kn,3
2008/01/31,ks,0
2008/02/29,ks,0
2008/03/31,ks,0
2008/04/30,ks,0
2008/05/31,ks,0
2008/06/30,ks,0
2008/07/31,ks,0
2008/08/31,ks,0
2008/09/30,ks,0
2008/10/31,ks,0
2008/11/30,ks,0
2008/12/31,ks,0
2009/01/31,ks,0
2009/02/28,ks,0
2009/03/31,ks,0
2009/04/30,ks,0
2009/05/31,ks,0
2009/06/30,ks,0
2009/07/31,ks,0
2009/08/31,ks,0
2009/09/30,ks,0
2009/10/31,ks,0
2009/11/30,ks,0
2009/12/31,ks,0
2010/01/31,ks,0
2010/02/28,ks,0
2010/03/31,ks,0
2010/04/30,ks,0
2010/05/31,ks,0
2010/06/30,ks,0
2010/07/31,ks,0
2010/08/31,ks,0
2010/09/30,ks,0
2010/10/31,ks,0
2010/11/30,ks,0
2010/12/31,ks,0
2011/01/31,ks,0
2011/02/28,ks,0
2011/03/31,ks,0
2011/04/30,ks,0
2011/05/31,ks,0
2011/06/30,ks,0
2011/07/31,ks,1
2011/08/31,ks,0
2011/09/30,ks,0
2011/10/31,ks,1
2011/11/30,ks,0
2011/12/31,ks,0
2012/01/31,ks,0
2012/02/29,ks,0
2012/03/31,ks,0
2012/04/30,ks,0
2012/05/31,ks,0
2012/06/30,ks,0
2012/07/31,ks,0
2012/08/31,ks,1
2012/09/30,ks,0
2012/10/31,ks,0
2012/11/30,ks,0
2012/12/31,ks,0
2008/01/31,ml,13
2008/02/29,ml,8
2008/03/31,ml,8
2008/04/30,ml,8
2008/05/31,ml,12
2008/06/30,ml,10
2008/07/31,ml,8
2008/08/31,ml,9
2008/09/30,ml,5
2008/10/31,ml,11
2008/11/30,ml,5
2008/12/31,ml,5
2009/01/31,ml,5
2009/02/28,ml,6
2009/03/31,ml,6
2009/04/30,ml,10
2009/05/31,ml,8
2009/06/30,ml,16
2009/07/31,ml,7
2009/08/31,ml,21
2009/09/30,ml,8
2009/10/31,ml,9
2009/11/30,ml,8
2009/12/31,ml,7
2010/01/31,ml,16
2010/02/28,ml,8
2010/03/31,ml,13
2010/04/30,ml,11
2010/05/31,ml,4
2010/06/30,ml,10
2010/07/31,ml,13
2010/08/31,ml,14
2010/09/30,ml,5
2010/10/31,ml,17
2010/11/30,ml,29
2010/12/31,ml,17
2011/01/31,ml,13
2011/02/28,ml,18
2011/03/31,ml,23
2011/04/30,ml,12
2011/05/31,ml,19
2011/06/30,ml,19
2011/07/31,ml,14
2011/08/31,ml,13
2011/09/30,ml,13
2011/10/31,ml,11
2011/11/30,ml,10
2011/12/31,ml,22
2012/01/31,ml,18
2012/02/29,ml,12
2012/03/31,ml,16
2012/04/30,ml,9
2012/05/31,ml,13
2012/06/30,ml,18
2012/07/31,ml,18
2012/08/31,ml,16
2012/09/30,ml,13
2012/10/31,ml,13
2012/11/30,ml,14
2012/12/31,ml,23
2008/01/31,mr,2
2008/02/29,mr,2
2008/03/31,mr,2
2008/04/30,mr,3
2008/05/31,mr,2
2008/06/30,mr,5
2008/07/31,mr,3
2008/08/31,mr,1
2008/09/30,mr,4
2008/10/31,mr,4
2008/11/30,mr,3
2008/12/31,mr,2
2009/01/31,mr,2
2009/02/28,mr,4
2009/03/31,mr,3
2009/04/30,mr,3
2009/05/31,mr,6
2009/06/30,mr,5
2009/07/31,mr,4
2009/08/31,mr,4
2009/09/30,mr,10
2009/10/31,mr,4
2009/11/30,mr,1
2009/12/31,mr,5
2010/01/31,mr,9
2010/02/28,mr,8
2010/03/31,mr,7
2010/04/30,mr,2
2010/05/31,mr,6
2010/06/30,mr,6
2010/07/31,mr,8
2010/08/31,mr,6
2010/09/30,mr,2
2010/10/31,mr,5
2010/11/30,mr,4
2010/12/31,mr,6
2011/01/31,mr,8
2011/02/28,mr,9
2011/03/31,mr,7
2011/04/30,mr,5
2011/05/31,mr,2
2011/06/30,mr,5
2011/07/31,mr,4
2011/08/31,mr,5
2011/09/30,mr,8
2011/10/31,mr,8
2011/11/30,mr,12
2011/12/31,mr,19
2012/01/31,mr,12
2012/02/29,mr,7
2012/03/31,mr,10
2012/04/30,mr,11
2012/05/31,mr,4
2012/06/30,mr,9
2012/07/31,mr,2
2012/08/31,mr,12
2012/09/30,mr,8
2012/10/31,mr,11
2012/11/30,mr,9
2012/12/31,mr,10
2008/01/31,ne,1
2008/02/29,ne,0
2008/03/31,ne,1
2008/04/30,ne,1
2008/05/31,ne,2
2008/06/30,ne,4
2008/07/31,ne,1
2008/08/31,ne,0
2008/09/30,ne,0
2008/10/31,ne,2
2008/11/30,ne,0
2008/12/31,ne,1
2009/01/31,ne,0
2009/02/28,ne,2
2009/03/31,ne,1
2009/04/30,ne,2
2009/05/31,ne,0
2009/06/30,ne,1
2009/07/31,ne,0
2009/08/31,ne,2
2009/09/30,ne,1
2009/10/31,ne,0
2009/11/30,ne,4
2009/12/31,ne,0
2010/01/31,ne,1
2010/02/28,ne,1
2010/03/31,ne,1
2010/04/30,ne,2
2010/05/31,ne,2
2010/06/30,ne,1
2010/07/31,ne,3
2010/08/31,ne,4
2010/09/30,ne,0
2010/10/31,ne,3
2010/11/30,ne,2
2010/12/31,ne,1
2011/01/31,ne,1
2011/02/28,ne,0
2011/03/31,ne,3
2011/04/30,ne,1
2011/05/31,ne,3
2011/06/30,ne,1
2011/07/31,ne,4
2011/08/31,ne,2
2011/09/30,ne,3
2011/10/31,ne,4
2011/11/30,ne,4
2011/12/31,ne,3
2012/01/31,ne,3
2012/02/29,ne,2
2012/03/31,ne,2
2012/04/30,ne,0
2012/05/31,ne,0
2012/06/30,ne,5
2012/07/31,ne,5
2012/08/31,ne,3
2012/09/30,ne,1
2012/10/31,ne,4
2012/11/30,ne,2
2012/12/31,ne,0
2008/01/31,new,1
2008/02/29,new,0
2008/03/31,new,0
2008/04/30,new,0
2008/05/31,new,0
2008/06/30,new,0
2008/07/31,new,0
2008/08/31,new,0
2008/09/30,new,0
2008/10/31,new,0
2008/11/30,new,0
2008/12/31,new,0
2009/01/31,new,0
2009/02/28,new,1
2009/03/31,new,0
2009/04/30,new,0
2009/05/31,new,0
2009/06/30,new,0
2009/07/31,new,1
2009/08/31,new,0
2009/09/30,new,1
2009/10/31,new,0
2009/11/30,new,1
2009/12/31,new,0
2010/01/31,new,1
2010/02/28,new,0
2010/03/31,new,1
2010/04/30,new,0
2010/05/31,new,1
2010/06/30,new,0
2010/07/31,new,1
2010/08/31,new,0
2010/09/30,new,0
2010/10/31,new,2
2010/11/30,new,0
2010/12/31,new,0
2011/01/31,new,0
2011/02/28,new,0
2011/03/31,new,0
2011/04/30,new,0
2011/05/31,new,1
2011/06/30,new,0
2011/07/31,new,0
2011/08/31,new,0
2011/09/30,new,0
2011/10/31,new,0
2011/11/30,new,0
2011/12/31,new,0
2012/01/31,new,0
2012/02/29,new,0
2012/03/31,new,0
2012/04/30,new,0
2012/05/31,new,0
2012/06/30,new,0
2012/07/31,new,0
2012/08/31,new,0
2012/09/30,new,0
2012/10/31,new,1
2012/11/30,new,1
2012/12/31,new,0
2008/01/31,or,0
2008/02/29,or,0
2008/03/31,or,1
2008/04/30,or,0
2008/05/31,or,0
2008/06/30,or,0
2008/07/31,or,0
2008/08/31,or,0
2008/09/30,or,0
2008/10/31,or,0
2008/11/30,or,0
2008/12/31,or,0
2009/01/31,or,0
2009/02/28,or,0
2009/03/31,or,0
2009/04/30,or,0
2009/05/31,or,0
2009/06/30,or,0
2009/07/31,or,0
2009/08/31,or,0
2009/09/30,or,1
2009/10/31,or,0
2009/11/30,or,0
2009/12/31,or,0
2010/01/31,or,0
2010/02/28,or,1
2010/03/31,or,0
2010/04/30,or,0
2010/05/31,or,0
2010/06/30,or,1
2010/07/31,or,0
2010/08/31,or,1
2010/09/30,or,0
2010/10/31,or,0
2010/11/30,or,0
2010/12/31,or,0
2011/01/31,or,0
2011/02/28,or,2
2011/03/31,or,3
2011/04/30,or,3
2011/05/31,or,4
2011/06/30,or,3
2011/07/31,or,1
2011/08/31,or,0
2011/09/30,or,1
2011/10/31,or,3
2011/11/30,or,1
2011/12/31,or,1
2012/01/31,or,0
2012/02/29,or,2
2012/03/31,or,2
2012/04/30,or,4
2012/05/31,or,12
2012/06/30,or,4
2012/07/31,or,5
2012/08/31,or,3
2012/09/30,or,0
2012/10/31,or,1
2012/11/30,or,1
2012/12/31,or,1
2008/01/31,pa,1
2008/02/29,pa,0
2008/03/31,pa,1
2008/04/30,pa,0
2008/05/31,pa,0
2008/06/30,pa,1
2008/07/31,pa,0
2008/08/31,pa,0
2008/09/30,pa,0
2008/10/31,pa,0
2008/11/30,pa,0
2008/12/31,pa,0
2009/01/31,pa,0
2009/02/28,pa,0
2009/03/31,pa,0
2009/04/30,pa,1
2009/05/31,pa,0
2009/06/30,pa,0
2009/07/31,pa,1
2009/08/31,pa,0
2009/09/30,pa,1
2009/10/31,pa,0
2009/11/30,pa,0
2009/12/31,pa,1
2010/01/31,pa,0
2010/02/28,pa,0
2010/03/31,pa,1
2010/04/30,pa,1
2010/05/31,pa,0
2010/06/30,pa,0
2010/07/31,pa,0
2010/08/31,pa,0
2010/09/30,pa,2
2010/10/31,pa,0
2010/11/30,pa,0
2010/12/31,pa,1
2011/01/31,pa,1
2011/02/28,pa,1
2011/03/31,pa,2
2011/04/30,pa,1
2011/05/31,pa,0
2011/06/30,pa,0
2011/07/31,pa,5
2011/08/31,pa,1
2011/09/30,pa,0
2011/10/31,pa,2
2011/11/30,pa,0
2011/12/31,pa,0
2012/01/31,pa,0
2012/02/29,pa,2
2012/03/31,pa,0
2012/04/30,pa,1
2012/05/31,pa,1
2012/06/30,pa,1
2012/07/31,pa,3
2012/08/31,pa,4
2012/09/30,pa,4
2012/10/31,pa,2
2012/11/30,pa,8
2012/12/31,pa,1
2008/01/31,pi,0
2008/02/29,pi,0
2008/03/31,pi,0
2008/04/30,pi,0
2008/05/31,pi,0
2008/06/30,pi,0
2008/07/31,pi,0
2008/08/31,pi,0
2008/09/30,pi,0
2008/10/31,pi,0
2008/11/30,pi,0
2008/12/31,pi,0
2009/01/31,pi,0
2009/02/28,pi,0
2009/03/31,pi,0
2009/04/30,pi,0
2009/05/31,pi,0
2009/06/30,pi,0
2009/07/31,pi,0
2009/08/31,pi,0
2009/09/30,pi,1
2009/10/31,pi,0
2009/11/30,pi,0
2009/12/31,pi,0
2010/01/31,pi,0
2010/02/28,pi,0
2010/03/31,pi,0
2010/04/30,pi,0
2010/05/31,pi,0
2010/06/30,pi,0
2010/07/31,pi,0
2010/08/31,pi,0
2010/09/30,pi,0
2010/10/31,pi,1
2010/11/30,pi,0
2010/12/31,pi,0
2011/01/31,pi,0
2011/02/28,pi,0
2011/03/31,pi,0
2011/04/30,pi,0
2011/05/31,pi,1
2011/06/30,pi,0
2011/07/31,pi,0
2011/08/31,pi,0
2011/09/30,pi,0
2011/10/31,pi,0
2011/11/30,pi,0
2011/12/31,pi,0
2012/01/31,pi,0
2012/02/29,pi,1
2012/03/31,pi,0
2012/04/30,pi,0
2012/05/31,pi,0
2012/06/30,pi,1
2012/07/31,pi,0
2012/08/31,pi,0
2012/09/30,pi,0
2012/10/31,pi,0
2012/11/30,pi,0
2012/12/31,pi,1
2008/01/31,sa,1
2008/02/29,sa,0
2008/03/31,sa,0
2008/04/30,sa,0
2008/05/31,sa,0
2008/06/30,sa,0
2008/07/31,sa,1
2008/08/31,sa,0
2008/09/30,sa,0
2008/10/31,sa,0
2008/11/30,sa,1
2008/12/31,sa,0
2009/01/31,sa,1
2009/02/28,sa,0
2009/03/31,sa,1
2009/04/30,sa,0
2009/05/31,sa,0
2009/06/30,sa,0
2009/07/31,sa,2
2009/08/31,sa,0
2009/09/30,sa,1
2009/10/31,sa,0
2009/11/30,sa,1
2009/12/31,sa,1
2010/01/31,sa,1
2010/02/28,sa,2
2010/03/31,sa,2
2010/04/30,sa,0
2010/05/31,sa,0
2010/06/30,sa,1
2010/07/31,sa,0
2010/08/31,sa,0
2010/09/30,sa,2
2010/10/31,sa,2
2010/11/30,sa,1
2010/12/31,sa,0
2011/01/31,sa,0
2011/02/28,sa,0
2011/03/31,sa,4
2011/04/30,sa,1
2011/05/31,sa,4
2011/06/30,sa,6
2011/07/31,sa,2
2011/08/31,sa,4
2011/09/30,sa,4
2011/10/31,sa,5
2011/11/30,sa,3
2011/12/31,sa,3
2012/01/31,sa,8
2012/02/29,sa,3
2012/03/31,sa,2
2012/04/30,sa,2
2012/05/31,sa,0
2012/06/30,sa,1
2012/07/31,sa,6
2012/08/31,sa,5
2012/09/30,sa,2
2012/10/31,sa,2
2012/11/30,sa,0
2012/12/31,sa,0
2008/01/31,sd,2
2008/02/29,sd,1
2008/03/31,sd,0
2008/04/30,sd,0
2008/05/31,sd,0
2008/06/30,sd,0
2008/07/31,sd,0
2008/08/31,sd,0
2008/09/30,sd,0
2008/10/31,sd,0
2008/11/30,sd,0
2008/12/31,sd,0
2009/01/31,sd,0
2009/02/28,sd,0
2009/03/31,sd,0
2009/04/30,sd,0
2009/05/31,sd,0
2009/06/30,sd,0
2009/07/31,sd,0
2009/08/31,sd,1
2009/09/30,sd,0
2009/10/31,sd,1
2009/11/30,sd,1
2009/12/31,sd,0
2010/01/31,sd,0
2010/02/28,sd,0
2010/03/31,sd,1
2010/04/30,sd,0
2010/05/31,sd,0
2010/06/30,sd,0
2010/07/31,sd,0
2010/08/31,sd,0
2010/09/30,sd,0
2010/10/31,sd,0
2010/11/30,sd,1
2010/12/31,sd,0
2011/01/31,sd,1
2011/02/28,sd,1
2011/03/31,sd,0
2011/04/30,sd,0
2011/05/31,sd,0
2011/06/30,sd,1
2011/07/31,sd,1
2011/08/31,sd,0
2011/09/30,sd,1
2011/10/31,sd,0
2011/11/30,sd,4
2011/12/31,sd,1
2012/01/31,sd,0
2012/02/29,sd,0
2012/03/31,sd,0
2012/04/30,sd,1
2012/05/31,sd,0
2012/06/30,sd,0
2012/07/31,sd,0
2012/08/31,sd,0
2012/09/30,sd,0
2012/10/31,sd,0
2012/11/30,sd,0
2012/12/31,sd,0
2008/01/31,ta,5
2008/02/29,ta,3
2008/03/31,ta,4
2008/04/30,ta,7
2008/05/31,ta,10
2008/06/30,ta,4
2008/07/31,ta,6
2008/08/31,ta,4
2008/09/30,ta,6
2008/10/31,ta,5
2008/11/30,ta,6
2008/12/31,ta,8
2009/01/31,ta,6
2009/02/28,ta,4
2009/03/31,ta,9
2009/04/30,ta,13
2009/05/31,ta,8
2009/06/30,ta,10
2009/07/31,ta,4
2009/08/31,ta,10
2009/09/30,ta,8
2009/10/31,ta,17
2009/11/30,ta,4
2009/12/31,ta,13
2010/01/31,ta,15
2010/02/28,ta,10
2010/03/31,ta,12
2010/04/30,ta,15
2010/05/31,ta,25
2010/06/30,ta,29
2010/07/31,ta,20
2010/08/31,ta,24
2010/09/30,ta,17
2010/10/31,ta,11
2010/11/30,ta,16
2010/12/31,ta,15
2011/01/31,ta,12
2011/02/28,ta,9
2011/03/31,ta,12
2011/04/30,ta,14
2011/05/31,ta,8
2011/06/30,ta,15
2011/07/31,ta,14
2011/08/31,ta,8
2011/09/30,ta,21
2011/10/31,ta,14
2011/11/30,ta,16
2011/12/31,ta,14
2012/01/31,ta,22
2012/02/29,ta,13
2012/03/31,ta,9
2012/04/30,ta,8
2012/05/31,ta,15
2012/06/30,ta,20
2012/07/31,ta,8
2012/08/31,ta,16
2012/09/30,ta,15
2012/10/31,ta,8
2012/11/30,ta,10
2012/12/31,ta,15
2008/01/31,te,3
2008/02/29,te,46
2008/03/31,te,12
2008/04/30,te,8
2008/05/31,te,8
2008/06/30,te,7
2008/07/31,te,2
2008/08/31,te,6
2008/09/30,te,7
2008/10/31,te,5
2008/11/30,te,0
2008/12/31,te,6
2009/01/31,te,7
2009/02/28,te,3
2009/03/31,te,5
2009/04/30,te,3
2009/05/31,te,6
2009/06/30,te,7
2009/07/31,te,7
2009/08/31,te,3
2009/09/30,te,4
2009/10/31,te,16
2009/11/30,te,10
2009/12/31,te,4
2010/01/31,te,3
2010/02/28,te,3
2010/03/31,te,4
2010/04/30,te,3
2010/05/31,te,8
2010/06/30,te,3
2010/07/31,te,6
2010/08/31,te,9
2010/09/30,te,10
2010/10/31,te,8
2010/11/30,te,6
2010/12/31,te,4
2011/01/31,te,6
2011/02/28,te,6
2011/03/31,te,6
2011/04/30,te,5
2011/05/31,te,9
2011/06/30,te,4
2011/07/31,te,8
2011/08/31,te,4
2011/09/30,te,7
2011/10/31,te,6
2011/11/30,te,7
2011/12/31,te,2
2012/01/31,te,14
2012/02/29,te,8
2012/03/31,te,5
2012/04/30,te,8
2012/05/31,te,6
2012/06/30,te,4
2012/07/31,te,4
2012/08/31,te,9
2012/09/30,te,4
2012/10/31,te,7
2012/11/30,te,6
2012/12/31,te,3
2008/01/31,ur,3
2008/02/29,ur,3
2008/03/31,ur,2
2008/04/30,ur,3
2008/05/31,ur,7
2008/06/30,ur,1
2008/07/31,ur,4
2008/08/31,ur,4
2008/09/30,ur,3
2008/10/31,ur,1
2008/11/30,ur,3
2008/12/31,ur,3
2009/01/31,ur,1
2009/02/28,ur,2
2009/03/31,ur,4
2009/04/30,ur,4
2009/05/31,ur,8
2009/06/30,ur,3
2009/07/31,ur,2
2009/08/31,ur,1
2009/09/30,ur,1
2009/10/31,ur,9
2009/11/30,ur,6
2009/12/31,ur,3
2010/01/31,ur,4
2010/02/28,ur,3
2010/03/31,ur,5
2010/04/30,ur,3
2010/05/31,ur,3
2010/06/30,ur,4
2010/07/31,ur,2
2010/08/31,ur,4
2010/09/30,ur,5
2010/10/31,ur,2
2010/11/30,ur,2
2010/12/31,ur,3
2011/01/31,ur,3
2011/02/28,ur,1
2011/03/31,ur,3
2011/04/30,ur,4
